#no	R	0.95 VaR	0.999 VaR	0
1	-0.368918	2.3007	3.56326	5.35035	0.774597
2	-0.206905	2.22539	3.44662	5.1752	0.74924
3	1.93343	2.21586	3.43186	5.15305	0.746032
4	0.887842	2.28732	3.54253	5.31922	0.77009
5	0.107674	2.23691	3.46446	5.20199	0.753118
6	0.863139	2.2164	3.43269	5.1543	0.746213
7	0.46635	2.2289	3.45205	5.18337	0.750422
8	-0.0565593	2.21969	3.43779	5.16194	0.747321
9	0.164568	2.2145	3.42975	5.14988	0.745574
10	0.837326	2.21446	3.42969	5.14978	0.745559
11	-0.206445	2.22784	3.45041	5.1809	0.750065
12	-0.436656	2.2161	3.43224	5.15361	0.746114
13	-0.570331	2.21787	3.43498	5.15772	0.74671
14	-0.279645	2.22073	3.43939	5.16436	0.74767
15	1.01681	2.2161	3.43223	5.1536	0.746112
16	-0.647032	2.23458	3.46085	5.19658	0.752335
17	0.0185172	2.22425	3.44486	5.17256	0.748857
18	0.838826	2.2149	3.43037	5.15081	0.745709
19	-0.255091	2.22793	3.45056	5.18112	0.750096
20	0.38632	2.21656	3.43294	5.15467	0.746267
21	0.861535	2.21709	3.43377	5.15591	0.746448
22	0.253945	2.22891	3.45208	5.1834	0.750427
23	0.354709	2.21665	3.43308	5.15487	0.746297
24	0.0899732	2.21664	3.43306	5.15485	0.746294
25	-0.157401	2.21429	3.42943	5.1494	0.745504
26	-0.508862	2.21439	3.42958	5.14962	0.745537
27	0.452464	2.21906	3.43681	5.16048	0.747109
28	-0.0780622	2.21845	3.43587	5.15906	0.746903
29	1.58085	2.21443	3.42965	5.14973	0.745552
30	0.416153	2.26316	3.50511	5.26303	0.761955
31	1.6373	2.22227	3.44179	5.16795	0.748191
32	0.902665	2.26746	3.51178	5.27304	0.763405
33	1.24728	2.23541	3.46213	5.1985	0.752613
34	0.696818	2.24677	3.47973	5.22493	0.756439
35	1.01172	2.22681	3.44881	5.1785	0.749717
36	0.884225	2.23544	3.46219	5.19858	0.752624
37	-0.149358	2.23153	3.45613	5.18948	0.751307
38	0.295024	2.21607	3.43218	5.15353	0.746103
39	-0.882356	2.21581	3.43178	5.15292	0.746014
40	-0.433152	2.22951	3.45299	5.18477	0.750626
