#no	R	0.95 VaR	0.999 VaR	0.5
1	0.99355	7.16419	18.826	64.2187	1.04881
2	1.20233	7.19988	18.9198	64.5386	1.05403
3	-0.241278	7.20493	18.933	64.5838	1.05477
4	4.99067	7.20094	18.9225	64.5481	1.05419
5	6.17881	7.2806	19.1319	65.2622	1.06585
6	0.271239	7.33088	19.264	65.7129	1.07321
7	0.571026	7.21369	18.956	64.6624	1.05605
8	0.262544	7.20268	18.9271	64.5637	1.05444
9	0.986506	7.20075	18.922	64.5464	1.05416
10	0.504827	7.20349	18.9292	64.5709	1.05456
11	5.1156	7.20143	18.9238	64.5525	1.05426
12	-0.0464674	7.2847	19.1426	65.2989	1.06645
13	0.990995	7.20878	18.9431	64.6184	1.05534
14	1.32766	7.20432	18.9314	64.5784	1.05468
15	-0.098913	7.2064	18.9369	64.597	1.05499
16	0.322895	7.20093	18.9225	64.548	1.05419
17	0.705796	7.20069	18.9219	64.5458	1.05415
18	2.76554	7.20194	18.9252	64.5571	1.05433
19	1.99752	7.22519	18.9863	64.7655	1.05774
20	-0.545136	7.21569	18.9613	64.6803	1.05635
21	-0.886163	7.20279	18.9274	64.5647	1.05446
22	3.78297	7.20308	18.9282	64.5673	1.0545
23	-0.573292	7.24678	19.043	64.959	1.0609
24	1.99292	7.20601	18.9359	64.5936	1.05493
25	0.505633	7.21372	18.9561	64.6626	1.05606
26	0.0088633	7.20246	18.9265	64.5617	1.05441
27	2.87855	7.2005	18.9214	64.5442	1.05412
28	0.553266	7.22711	18.9913	64.7826	1.05802
29	-0.531908	7.20396	18.9305	64.5752	1.05463
30	-0.465555	7.20157	18.9242	64.5537	1.05428
31	0.0636479	7.20112	18.923	64.5497	1.05421
32	-0.739079	7.20038	18.9211	64.5431	1.05411
33	3.66845	7.20207	18.9255	64.5582	1.05435
34	1.92864	7.24394	19.0355	64.9335	1.06048
35	3.84386	7.2167	18.9639	64.6894	1.0565
36	1.03572	7.24963	19.0505	64.9846	1.06132
37	0.845665	7.20871	18.943	64.6177	1.05533
38	0.314545	7.20345	18.9291	64.5706	1.05456
39	-0.422872	7.20092	18.9225	64.5479	1.05419
40	3.46401	7.20093	18.9225	64.548	1.05419
41	-0.555695	7.23913	19.0229	64.8904	1.05978
42	0.474426	7.20518	18.9337	64.5861	1.05481
43	1.60699	7.20151	18.924	64.5532	1.05427
44	3.68839	7.20877	18.9431	64.6183	1.05533
45	-0.0191884	7.24508	19.0385	64.9437	1.06065
46	-0.0824435	7.20478	18.9326	64.5825	1.05475
47	-0.875144	7.20076	18.9221	64.5465	1.05416
48	-0.631525	7.20281	18.9275	64.5649	1.05446
49	2.10991	7.20183	18.9249	64.5561	1.05432
50	2.11336	7.21485	18.9591	64.6728	1.05622
51	0.425785	7.2162	18.9626	64.6849	1.05642
52	0.136994	7.20247	18.9265	64.5618	1.05441
53	2.43144	7.20056	18.9215	64.5447	1.05413
54	5.24273	7.21944	18.9712	64.714	1.0569
55	1.45736	7.2907	19.1584	65.3527	1.06733
56	1.63744	7.21625	18.9628	64.6853	1.05643
57	2.0945	7.21056	18.9478	64.6344	1.0556
58	0.719928	7.21551	18.9608	64.6787	1.05632
59	-0.906246	7.20349	18.9292	64.571	1.05456
60	8.09446	7.20327	18.9286	64.569	1.05453
61	0.774528	7.40983	19.4715	66.4205	1.08477
