#no	R	0.95 VaR	0.999 VaR	0.5
1	-0.0480679	6.83079	17.9499	61.2301	1
2	0.793234	6.83079	17.9499	61.2301	1
3	0.507864	6.83079	17.9499	61.2301	1
4	0.411874	6.83079	17.9499	61.2301	1
5	-0.7408	6.83079	17.9499	61.2301	1
6	-0.667371	6.83079	17.9499	61.2301	1
7	2.67866	6.83079	17.9499	61.2301	1
8	-0.119291	6.83079	17.9499	61.2301	1
9	-0.232906	6.83079	17.9499	61.2301	1
10	-0.488012	6.83079	17.9499	61.2301	1
11	0.197174	6.83079	17.9499	61.2301	1
12	-0.0490944	6.83079	17.9499	61.2301	1
13	-0.0502	6.83079	17.9499	61.2301	1
14	1.51614	6.83079	17.9499	61.2301	1
15	-0.35399	6.83079	17.9499	61.2301	1
16	-0.296659	6.83079	17.9499	61.2301	1
17	2.22149	6.83079	17.9499	61.2301	1
18	-0.837811	6.83079	17.9499	61.2301	1
19	0.890778	6.83079	17.9499	61.2301	1
20	6.41171	6.83079	17.9499	61.2301	1
21	3.38546	6.83079	17.9499	61.2301	1
22	-0.245942	6.83079	17.9499	61.2301	1
23	2.7546	6.83079	17.9499	61.2301	1
24	0.502922	6.83079	17.9499	61.2301	1
25	0.861365	6.83079	17.9499	61.2301	1
26	-0.287823	6.83079	17.9499	61.2301	1
27	-0.675989	6.83079	17.9499	61.2301	1
28	0.444762	6.83079	17.9499	61.2301	1
29	0.0690188	6.83079	17.9499	61.2301	1
30	0.598233	6.83079	17.9499	61.2301	1
31	0.37541	6.83079	17.9499	61.2301	1
32	-0.538988	6.83079	17.9499	61.2301	1
33	-0.45951	6.83079	17.9499	61.2301	1
34	1.18729	6.83079	17.9499	61.2301	1
35	0.378073	6.83079	17.9499	61.2301	1
36	3.88178	6.83079	17.9499	61.2301	1
37	1.22528	6.83079	17.9499	61.2301	1
38	3.34977	6.83079	17.9499	61.2301	1
39	-0.963561	6.83079	17.9499	61.2301	1
40	-0.0156775	6.83079	17.9499	61.2301	1
41	9.48406	6.83079	17.9499	61.2301	1
42	1.09955	6.83079	17.9499	61.2301	1
43	1.41611	6.83079	17.9499	61.2301	1
44	1.37476	6.83079	17.9499	61.2301	1
45	0.565914	6.83079	17.9499	61.2301	1
46	0.667126	6.83079	17.9499	61.2301	1
47	-0.169472	6.83079	17.9499	61.2301	1
48	-0.0370498	6.83079	17.9499	61.2301	1
